ID,Group,Task,Distance,Trial_ID,Start,End,CorrectDJ,Session,Trial,DJ,DJ_Duration,Navi_Duration,side1,side2,session_start,initial_position,DC_start,DJ_start,DJ_end,navi_start,navi_end,fixation,ini_start_T,DC_start_T,DJ_start_T,rev_start_T,navi_start_T,navi_end_T
O007,Old,SP,Moderate,19,爭鮮,誠品,15,6,7,15,3.283,11.25,(C)誠品,(H)爭鮮,42:18.8,45:37.2,45:39.2,45:43.3,45:46.5,45:48.8,46:00.0,197.938,198.438,200.455,204.472,207.755,209.972,210.238
O007,Old,SP,Near,1,寶雅,台灣彩券,5,7,1,5,5.382,6.25,(E)台灣彩券,(F)寶雅,47:17.2,47:17.2,47:19.2,47:23.2,47:28.6,47:30.7,47:36.9,-0.5,0,2.014,6.031,11.413,13.48,13.73
O007,Old,SP,Near,7,麥當勞,爭鮮,8,7,2,8,8.001,21,(B)麥當勞,(H)爭鮮,47:17.2,47:39.6,47:41.6,47:45.6,47:53.6,47:55.7,48:16.7,21.946,22.446,24.446,28.445,36.446,38.478,38.729
O007,Old,SP,Far,24,全國電子,肯德基,20,7,3,13,8.016,22.75,(A)全國電子,(G)肯德基,47:17.2,48:19.4,48:21.4,48:25.4,48:33.4,48:35.4,48:58.2,61.661,62.161,64.178,68.194,76.21,78.227,78.477
O007,Old,SP,Moderate,13,誠品,全國電子,13,7,4,15,8,18.5,(A)全國電子,(C)誠品,47:17.2,49:00.9,49:02.9,49:06.9,49:14.9,49:16.9,49:35.4,103.193,103.693,105.709,109.726,117.726,119.726,119.975
O007,Old,SP,Far,22,星巴克,誠品,17,7,5,15,4.167,16,(C)誠品,(D)星巴克,47:17.2,49:38.1,49:40.1,49:44.1,49:48.3,49:50.4,50:06.4,140.425,140.925,142.924,146.924,151.091,153.224,153.474
O007,Old,SP,Moderate,14,肯德基,星巴克,14,7,6,12,8.017,12.75,(D)星巴克,(G)肯德基,47:17.2,50:09.1,50:11.1,50:15.2,50:23.2,50:25.4,50:38.2,171.423,171.923,173.94,177.956,185.973,188.222,188.472
O007,Old,SP,Moderate,18,台灣彩券,麥當勞,15,7,7,12,7.999,16.5,(B)麥當勞,(E)台灣彩券,47:17.2,50:40.9,50:42.9,50:46.9,50:54.9,50:56.9,51:13.4,203.189,203.689,205.705,209.705,217.704,219.721,219.971
O007,Old,SP,Near,8,肯德基,爭鮮,8,8,1,8,8.034,8.25,(G)肯德基,(H)爭鮮,52:39.8,52:39.8,52:41.8,52:45.9,52:53.9,52:56.1,53:04.3,-0.5,0,2.014,6.03,14.064,16.23,16.48
O007,Old,SP,Moderate,16,寶雅,全國電子,14,8,2,14,8,13.5,(A)全國電子,(F)寶雅,52:39.8,53:07.0,53:09.0,53:13.1,53:21.1,53:23.1,53:36.6,26.696,27.196,29.213,33.229,41.229,43.228,43.478
O007,Old,SP,Near,4,星巴克,寶雅,6,8,3,7,2.7,11,(D)星巴克,(F)寶雅,52:39.8,53:39.3,53:41.3,53:45.3,53:48.0,53:50.1,54:01.1,58.928,59.428,61.428,65.428,68.128,70.228,70.478
O007,Old,SP,Moderate,17,麥當勞,肯德基,14,8,4,13,8.016,17.75,(B)麥當勞,(G)肯德基,52:39.8,54:03.8,54:05.8,54:09.8,54:17.8,54:20.1,54:37.8,83.426,83.926,85.943,89.96,97.976,100.227,100.476
O007,Old,SP,Far,21,全國電子,星巴克,16,8,5,20,7.999,17.25,(A)全國電子,(D)星巴克,52:39.8,54:40.5,54:42.5,54:46.5,54:54.5,54:56.6,55:13.8,120.176,120.676,122.692,126.708,134.707,136.724,136.974
O007,Old,SP,Far,26,誠品,台灣彩券,22,8,6,25,8,23.5,(C)誠品,(E)台灣彩券,52:39.8,55:16.5,55:18.5,55:22.5,55:30.5,55:32.6,55:56.1,156.174,156.674,158.69,162.69,170.69,172.724,172.974
O007,Old,SP,Near,9,台灣彩券,全國電子,9,8,7,8,5,11,(A)全國電子,(E)台灣彩券,52:39.8,55:58.7,56:00.8,56:04.8,56:09.8,56:11.8,56:22.8,198.405,198.905,200.922,204.939,209.939,211.972,212.222
O008,Old,SP,Near,1,台灣彩券,寶雅,5,1,1,10,8.014,30.5,(E)台灣彩券,(F)寶雅,44:25.0,44:25.0,44:27.0,44:31.0,44:39.0,44:41.2,45:11.7,-0.5,0,2.017,6.036,14.05,16.216,16.465
O008,Old,SP,Near,7,爭鮮,麥當勞,8,1,2,14,5.5,28,(B)麥當勞,(H)爭鮮,44:25.0,45:14.4,45:16.4,45:20.4,45:25.9,45:27.9,45:55.9,48.915,49.415,51.431,55.448,60.948,62.964,63.213
O008,Old,SP,Far,24,肯德基,全國電子,20,1,3,24,7.999,38.25,(A)全國電子,(G)肯德基,44:25.0,45:58.6,46:00.6,46:04.6,46:12.6,46:14.7,46:52.9,93.162,93.662,95.679,99.68,107.679,109.712,109.962
O008,Old,SP,Moderate,13,全國電子,誠品,13,1,4,24,8.016,43.25,(A)全國電子,(C)誠品,44:25.0,46:55.6,46:57.7,47:01.7,47:09.7,47:11.9,47:55.2,150.161,150.661,152.693,156.71,164.726,166.976,167.226
O008,Old,SP,Far,22,誠品,星巴克,17,1,5,10,4.001,90,(C)誠品,(D)星巴克,44:25.0,47:57.9,47:59.9,48:03.9,48:07.9,48:09.9,49:39.9,212.424,212.924,214.941,218.957,222.958,224.974,225.225
O008,Old,SP,Moderate,14,星巴克,肯德基,14,1,6,18,8,21.75,(D)星巴克,(G)肯德基,44:25.0,49:42.5,49:44.5,49:48.5,49:56.5,49:58.7,50:20.4,317.036,317.536,319.538,323.537,331.537,333.72,333.97
O008,Old,SP,Moderate,18,麥當勞,台灣彩券,15,1,7,8,6.316,32.5,(B)麥當勞,(E)台灣彩券,44:25.0,50:23.1,50:25.2,50:29.2,50:35.5,50:37.7,51:10.2,357.669,358.169,360.186,364.202,370.518,372.718,372.968
O008,Old,SP,Far,23,台灣彩券,爭鮮,17,2,1,15,8,50.25,(E)台灣彩券,(H)爭鮮,51:49.0,51:49.0,51:51.0,51:55.0,52:03.0,52:05.2,52:55.4,-0.5,0,1.998,5.997,13.997,16.23,16.481
O008,Old,SP,Moderate,11,爭鮮,寶雅,12,2,2,18,8.017,20.5,(F)寶雅,(H)爭鮮,51:49.0,52:58.2,53:00.2,53:04.2,53:12.2,53:14.5,53:35.0,68.696,69.196,71.212,75.228,83.245,85.494,85.744
O008,Old,SP,Near,5,麥當勞,誠品,7,2,3,18,7.849,58.75,(B)麥當勞,(C)誠品,51:49.0,53:37.7,53:39.7,53:43.7,53:51.5,53:53.7,54:52.5,108.193,108.693,110.71,114.727,122.576,124.742,124.992
O008,Old,SP,Moderate,10,星巴克,台灣彩券,11,2,4,14,6.067,25.25,(D)星巴克,(E)台灣彩券,51:49.0,54:55.1,54:57.2,55:01.2,55:07.2,55:09.5,55:34.7,185.674,186.174,188.19,192.207,198.274,200.49,200.739
O008,Old,SP,Far,25,寶雅,肯德基,20,2,5,23,8.016,27,(F)寶雅,(G)肯德基,51:49.0,55:37.4,55:39.4,55:43.4,55:51.5,55:53.7,56:20.7,227.938,228.438,230.438,234.472,242.488,244.737,244.987
O008,Old,SP,Near,2,全國電子,麥當勞,6,2,6,12,6.034,70.5,(A)全國電子,(B)麥當勞,51:49.0,56:23.4,56:25.4,56:29.5,56:35.5,56:37.7,57:48.2,273.953,274.453,276.469,280.486,286.52,288.736,288.986
O008,Old,SP,Moderate,19,誠品,爭鮮,15,2,7,20,8.016,23,(C)誠品,(H)爭鮮,51:49.0,57:50.9,57:52.9,57:56.9,58:05.0,58:07.2,58:30.2,361.433,361.933,363.95,367.966,375.982,378.232,378.482
O008,Old,SP,Moderate,12,麥當勞,星巴克,12,3,1,15,8.017,90,(B)麥當勞,(D)星巴克,52:49.2,52:49.2,52:51.2,52:55.3,53:03.3,53:05.4,54:35.4,-0.5,0,2.029,6.046,14.063,16.229,16.479
O008,Old,SP,Far,27,誠品,寶雅,23,3,2,16,5.616,41.25,(C)誠品,(F)寶雅,52:49.2,54:38.0,54:40.0,54:44.0,54:49.6,54:51.7,55:32.9,108.292,108.792,110.808,114.826,120.442,122.491,122.741
O008,Old,SP,Far,20,寶雅,麥當勞,16,3,3,14,5.3,44,(B)麥當勞,(F)寶雅,52:49.2,55:35.7,55:37.7,55:41.7,55:47.0,55:49.2,56:33.2,165.956,166.456,168.472,172.473,177.773,179.99,180.239
O008,Old,SP,Near,3,星巴克,爭鮮,6,3,4,12,6.217,21.25,(D)星巴克,(H)爭鮮,52:49.2,56:35.9,56:37.9,56:41.9,56:48.2,56:50.2,57:11.4,226.204,226.704,228.722,232.737,238.954,240.987,241.237
O008,Old,SP,Near,6,肯德基,誠品,7,3,5,20,7.233,20.75,(C)誠品,(G)肯德基,52:49.2,57:14.2,57:16.2,57:20.2,57:27.4,57:29.4,57:50.2,264.452,264.952,266.969,270.986,278.219,280.235,280.485
O008,Old,SP,Moderate,15,爭鮮,全國電子,14,3,6,10,6.65,41.25,(A)全國電子,(H)爭鮮,52:49.2,57:52.9,57:54.9,57:58.9,58:05.6,58:07.7,58:48.9,303.184,303.684,305.701,309.717,316.367,318.484,318.734
O008,Old,SP,Far,28,台灣彩券,肯德基,25,3,7,22,8.017,33.25,(E)台灣彩券,(G)肯德基,52:49.2,58:51.6,58:53.7,58:57.7,59:05.7,59:07.9,59:41.2,361.931,362.431,364.448,368.465,376.482,378.732,378.981
O008,Old,SP,Near,8,爭鮮,肯德基,8,4,1,19,8.015,63.75,(G)肯德基,(H)爭鮮,00:20.5,00:20.5,00:22.5,00:26.5,00:34.5,00:36.7,01:40.4,-0.5,0,2.014,6.031,14.046,16.23,16.48
O008,Old,SP,Moderate,16,全國電子,寶雅,14,4,2,10,7.616,90,(A)全國電子,(F)寶雅,00:20.5,01:43.1,01:45.1,01:49.2,01:56.8,01:58.9,03:28.9,82.178,82.678,84.693,88.71,96.326,98.476,98.727
O008,Old,SP,Near,4,寶雅,星巴克,6,4,3,12,4.449,18,(D)星巴克,(F)寶雅,00:20.5,03:31.5,03:33.5,03:37.5,03:42.0,03:44.2,04:02.2,190.523,191.023,193.039,197.056,201.505,203.722,203.972
O008,Old,SP,Moderate,17,肯德基,麥當勞,14,4,4,12,8.017,62.5,(B)麥當勞,(G)肯德基,00:20.5,04:04.9,04:06.9,04:10.9,04:18.9,04:21.2,05:23.7,223.922,224.422,226.438,230.455,238.472,240.72,240.971
O008,Old,SP,Far,21,星巴克,全國電子,16,4,5,22,8.017,76.25,(A)全國電子,(D)星巴克,00:20.5,05:26.4,05:28.4,05:32.4,05:40.4,05:42.4,06:58.7,305.418,305.918,307.935,311.951,319.968,321.984,322.234
O008,Old,SP,Far,26,台灣彩券,誠品,22,4,6,18,7.082,42.5,(C)誠品,(E)台灣彩券,00:20.5,07:01.4,07:03.4,07:07.4,07:14.5,07:16.7,07:59.2,400.446,400.946,402.948,406.948,414.03,416.23,416.481
O008,Old,SP,Near,9,全國電子,台灣彩券,9,4,7,21,8.016,53.75,(A)全國電子,(E)台灣彩券,00:20.5,08:01.9,08:03.9,08:07.9,08:15.9,08:18.2,09:11.9,460.928,461.428,463.461,467.478,475.494,477.728,477.978
O008,Old,SP,Moderate,12,星巴克,麥當勞,12,5,1,19,8,23,(B)麥當勞,(D)星巴克,11:25.9,11:25.9,11:27.9,11:31.9,11:39.9,11:42.2,12:05.2,-0.5,0,2.015,6.032,14.032,16.248,16.498
O008,Old,SP,Far,27,寶雅,誠品,23,5,2,20,8.015,39.5,(C)誠品,(F)寶雅,11:25.9,12:07.9,12:09.9,12:13.9,12:21.9,12:24.2,13:03.7,41.447,41.947,43.963,47.981,55.996,58.246,58.497
O008,Old,SP,Far,20,麥當勞,寶雅,16,5,3,9,8.016,28.75,(B)麥當勞,(F)寶雅,11:25.9,13:06.3,13:08.4,13:12.4,13:20.4,13:22.7,13:51.4,99.928,100.428,102.444,106.461,114.477,116.744,116.994
O008,Old,SP,Near,3,爭鮮,星巴克,6,5,4,8,8,15.75,(D)星巴克,(H)爭鮮,11:25.9,13:54.1,13:56.1,14:00.1,14:08.1,14:10.2,14:25.9,147.709,148.209,150.209,154.209,162.209,164.242,164.492
O008,Old,SP,Near,6,誠品,肯德基,7,5,5,8,8,35.25,(C)誠品,(G)肯德基,11:25.9,14:28.6,14:30.6,14:34.6,14:42.6,14:44.6,15:19.9,182.192,182.692,184.692,188.691,196.691,198.74,198.991
O008,Old,SP,Moderate,15,全國電子,爭鮮,14,5,6,12,6.201,32.75,(A)全國電子,(H)爭鮮,11:25.9,15:22.6,15:24.6,15:28.6,15:34.8,15:36.9,16:09.6,236.19,236.69,238.705,242.722,248.923,250.989,251.239
O008,Old,SP,Far,28,肯德基,台灣彩券,25,5,7,21,8,34,(E)台灣彩券,(G)肯德基,11:25.9,16:12.4,16:14.4,16:18.4,16:26.4,16:28.4,17:02.4,285.955,286.455,288.47,292.47,300.47,302.486,302.737
O008,Old,SP,Far,23,爭鮮,台灣彩券,17,6,1,22,6.434,90,(E)台灣彩券,(H)爭鮮,17:45.2,17:45.2,17:47.2,17:51.3,17:57.7,17:59.7,19:29.7,-0.5,0,2.015,6.031,12.465,14.48,14.731
O008,Old,SP,Moderate,11,寶雅,爭鮮,12,6,2,22,8.016,21,(F)寶雅,(H)爭鮮,17:45.2,19:32.3,19:34.3,19:38.3,19:46.3,19:48.5,20:09.5,106.544,107.044,109.06,113.077,121.093,123.226,123.476
O008,Old,SP,Near,5,誠品,麥當勞,7,6,3,12,4.5,23,(B)麥當勞,(C)誠品,17:45.2,20:12.1,20:14.2,20:18.2,20:22.7,20:24.7,20:47.7,146.409,146.909,148.925,152.942,157.442,159.475,159.725
O008,Old,SP,Moderate,10,台灣彩券,星巴克,11,6,4,12,4.867,17.5,(D)星巴克,(E)台灣彩券,17:45.2,20:50.4,20:52.4,20:56.4,21:01.3,21:03.5,21:21.0,184.69,185.19,187.19,191.207,196.074,198.24,198.49
O008,Old,SP,Far,25,肯德基,寶雅,20,6,5,18,8,45.25,(F)寶雅,(G)肯德基,17:45.2,21:23.7,21:25.7,21:29.7,21:37.7,21:39.7,22:25.0,217.939,218.439,220.457,224.472,232.472,234.488,234.738
O008,Old,SP,Near,2,麥當勞,全國電子,6,6,6,20,5.033,41.25,(A)全國電子,(B)麥當勞,17:45.2,22:27.7,22:29.7,22:33.7,22:38.7,22:41.0,23:22.2,281.954,282.454,284.452,288.453,293.486,295.735,295.986
O008,Old,SP,Moderate,19,爭鮮,誠品,15,6,7,12,3.216,21,(C)誠品,(H)爭鮮,17:45.2,23:24.9,23:26.9,23:30.9,23:34.2,23:36.2,23:57.2,339.184,339.684,341.7,345.718,348.934,350.983,351.234
O008,Old,SP,Near,1,寶雅,台灣彩券,5,7,1,8,8.016,11.25,(E)台灣彩券,(F)寶雅,24:28.4,24:28.4,24:30.4,24:34.4,24:42.4,24:44.6,24:55.9,-0.5,0,2.015,6.032,14.048,16.231,16.48
O008,Old,SP,Near,7,麥當勞,爭鮮,8,7,2,16,3.916,48,(B)麥當勞,(H)爭鮮,24:28.4,24:58.6,25:00.6,25:04.6,25:08.5,25:10.6,25:58.6,29.697,30.197,32.213,36.23,40.146,42.23,42.479
O008,Old,SP,Far,24,全國電子,肯德基,20,7,3,15,8.017,39.5,(A)全國電子,(G)肯德基,24:28.4,26:01.3,26:03.4,26:07.4,26:15.4,26:17.6,26:57.1,92.444,92.944,94.961,98.977,106.994,109.226,109.477
O008,Old,SP,Moderate,13,誠品,全國電子,13,7,4,12,5.066,47,(A)全國電子,(C)誠品,24:28.4,26:59.8,27:01.8,27:05.8,27:10.9,27:13.1,28:00.1,150.925,151.425,153.425,157.425,162.491,164.725,164.975
O008,Old,SP,Far,22,星巴克,誠品,17,7,5,24,8.015,30.5,(C)誠品,(D)星巴克,24:28.4,28:02.8,28:04.8,28:08.9,28:16.9,28:19.1,28:49.6,213.923,214.423,216.44,220.457,228.472,230.722,230.972
O008,Old,SP,Moderate,14,肯德基,星巴克,14,7,6,12,6.466,90,(D)星巴克,(G)肯德基,24:28.4,28:52.3,28:54.3,28:58.3,29:04.8,29:06.9,30:36.9,263.421,263.921,265.938,269.955,276.421,278.471,278.72
O008,Old,SP,Moderate,18,台灣彩券,麥當勞,15,7,7,12,3.634,32.5,(B)麥當勞,(E)台灣彩券,24:28.4,30:39.5,30:41.5,30:45.5,30:49.1,30:51.4,31:23.9,370.567,371.067,373.099,377.116,380.75,382.982,383.232
O008,Old,SP,Near,8,肯德基,爭鮮,8,8,1,15,8.016,69,(G)肯德基,(H)爭鮮,31:54.3,31:54.3,31:56.3,32:00.3,32:08.3,32:10.5,33:19.5,-0.5,0,2.013,6.03,14.046,16.212,16.462
O008,Old,SP,Moderate,16,寶雅,全國電子,14,8,2,10,4.616,30.25,(A)全國電子,(F)寶雅,31:54.3,33:22.2,33:24.2,33:28.2,33:32.8,33:35.0,34:05.2,87.427,87.927,89.943,93.96,98.576,100.726,100.976
O008,Old,SP,Near,4,星巴克,寶雅,6,8,3,8,5.216,16.25,(D)星巴克,(F)寶雅,31:54.3,34:07.9,34:10.0,34:14.0,34:19.2,34:21.2,34:37.5,133.174,133.674,135.692,139.708,144.924,146.974,147.224
O008,Old,SP,Moderate,17,麥當勞,肯德基,14,8,4,12,7.999,57,(B)麥當勞,(G)肯德基,31:54.3,34:40.2,34:42.2,34:46.2,34:54.2,34:56.2,35:53.2,165.423,165.923,167.94,171.94,179.939,181.973,182.222
O008,Old,SP,Far,21,全國電子,星巴克,16,8,5,14,3.099,90,(A)全國電子,(D)星巴克,31:54.3,35:55.9,35:57.9,36:01.9,36:05.0,36:07.2,37:37.2,241.154,241.654,243.67,247.687,250.786,252.969,253.219
O008,Old,SP,Far,26,誠品,台灣彩券,22,8,6,22,8.016,31.75,(C)誠品,(E)台灣彩券,31:54.3,37:39.8,37:41.8,37:45.8,37:53.9,37:56.0,38:27.7,345.049,345.549,347.566,351.583,359.599,361.715,361.966
O008,Old,SP,Near,9,台灣彩券,全國電子,9,8,7,12,4.299,18.5,(A)全國電子,(E)台灣彩券,31:54.3,38:30.4,38:32.5,38:36.5,38:40.8,38:43.0,39:01.5,395.681,396.181,398.198,402.198,406.497,408.713,408.963
O009,Old,SP,Near,1,台灣彩券,寶雅,5,1,1,4,5.246,11.75,(E)台灣彩券,(F)寶雅,58:27.0,58:27.0,58:29.0,58:33.0,58:38.2,58:40.5,58:52.2,-0.5,0,2,6.003,11.249,13.483,13.733
O009,Old,SP,Near,7,爭鮮,麥當勞,8,1,2,8,4.565,38,(B)麥當勞,(H)爭鮮,58:27.0,58:54.9,58:56.9,59:01.0,59:05.5,59:07.7,59:45.7,27.433,27.933,29.949,33.967,38.532,40.732,40.982
O009,Old,SP,Far,24,肯德基,全國電子,20,1,3,8,3.633,43.25,(A)全國電子,(G)肯德基,58:27.0,59:48.4,59:50.4,59:54.5,59:58.1,00:00.2,00:43.5,80.93,81.43,83.447,87.464,91.097,93.23,93.48
O009,Old,SP,Moderate,13,全國電子,誠品,13,1,4,8,3.518,48.25,(A)全國電子,(C)誠品,58:27.0,00:46.2,00:48.2,00:52.2,00:55.7,00:58.0,01:46.2,138.677,139.177,141.195,145.21,148.728,150.976,151.228
O009,Old,SP,Far,22,誠品,星巴克,17,1,5,8,4.366,19.5,(C)誠品,(D)星巴克,58:27.0,01:48.9,01:50.9,01:54.9,01:59.3,02:01.5,02:21.0,201.442,201.942,203.942,207.942,212.308,214.474,214.726
O009,Old,SP,Moderate,14,星巴克,肯德基,14,1,6,10,3.599,15.75,(D)星巴克,(G)肯德基,58:27.0,02:23.7,02:25.7,02:29.7,02:33.3,02:35.5,02:51.2,236.191,236.691,238.708,242.725,246.324,248.473,248.724
O009,Old,SP,Moderate,18,麥當勞,台灣彩券,15,1,7,8,3.9,38.5,(B)麥當勞,(E)台灣彩券,58:27.0,02:53.9,02:55.9,03:00.0,03:03.9,03:06.0,03:44.5,266.423,266.923,268.956,272.972,276.872,278.989,279.238
O009,Old,SP,Far,23,台灣彩券,爭鮮,17,2,1,8,4.317,20.5,(E)台灣彩券,(H)爭鮮,58:05.2,58:05.2,58:07.2,58:11.2,58:15.5,58:17.7,58:38.2,-0.5,0,2.014,6.031,10.348,12.488,12.738
O009,Old,SP,Moderate,11,爭鮮,寶雅,12,2,2,8,4.644,70.75,(F)寶雅,(H)爭鮮,58:05.2,58:40.9,58:42.9,58:46.9,58:51.5,58:53.7,00:04.4,35.167,35.667,37.685,41.702,46.346,48.477,48.725
O009,Old,SP,Near,5,麥當勞,誠品,7,2,3,10,4.465,60,(B)麥當勞,(C)誠品,58:05.2,00:07.1,00:09.1,00:13.2,00:17.6,00:19.7,01:19.7,121.427,121.927,123.937,127.961,132.426,134.484,134.728
O009,Old,SP,Moderate,10,星巴克,台灣彩券,11,2,4,8,3.949,49.5,(D)星巴克,(E)台灣彩券,58:05.2,01:22.4,01:24.4,01:28.4,01:32.4,01:34.4,02:23.9,196.676,197.176,199.196,203.221,207.17,209.228,209.48
O009,Old,SP,Far,25,寶雅,肯德基,20,2,5,12,4.646,22.25,(F)寶雅,(G)肯德基,58:05.2,02:26.6,02:28.6,02:32.6,02:37.3,02:39.4,03:01.7,260.912,261.412,263.421,267.434,272.08,274.237,274.481
O009,Old,SP,Near,2,全國電子,麥當勞,6,2,6,8,4.629,51.25,(A)全國電子,(B)麥當勞,58:05.2,03:04.4,03:06.4,03:10.4,03:15.0,03:17.2,04:08.4,298.669,299.169,301.177,305.192,309.821,311.976,312.236
O009,Old,SP,Moderate,19,誠品,爭鮮,15,2,7,8,3.823,15.5,(C)誠品,(H)爭鮮,58:05.2,04:11.1,04:13.1,04:17.1,04:20.9,04:23.2,04:38.7,365.411,365.911,367.912,371.921,375.744,377.982,378.23
O009,Old,SP,Moderate,12,麥當勞,星巴克,12,3,1,8,4.007,24.25,(B)麥當勞,(D)星巴克,05:41.6,05:41.6,05:43.6,05:47.6,05:51.6,05:53.8,06:18.0,-0.5,0,2.022,6.033,10.04,12.221,12.477
O009,Old,SP,Far,27,誠品,寶雅,23,3,2,6,4.753,27,(C)誠品,(F)寶雅,05:41.6,06:20.7,06:22.7,06:26.8,06:31.5,06:33.5,07:00.6,38.66,39.16,41.169,45.188,49.941,51.974,52.232
O009,Old,SP,Far,20,寶雅,麥當勞,16,3,3,10,4.109,90,(B)麥當勞,(F)寶雅,05:41.6,07:03.2,07:05.3,07:09.3,07:13.4,07:15.6,08:45.5,81.171,81.671,83.686,87.696,91.805,93.982,94.22
O009,Old,SP,Near,3,星巴克,爭鮮,6,3,4,10,3.781,11,(D)星巴克,(H)爭鮮,05:41.6,08:48.1,08:50.1,08:54.1,08:57.9,09:00.1,09:11.1,186.025,186.525,188.528,192.534,196.315,198.475,198.723
O009,Old,SP,Near,6,肯德基,誠品,7,3,5,8,4.028,15.5,(C)誠品,(G)肯德基,05:41.6,09:13.8,09:15.8,09:19.8,09:23.8,09:26.0,09:41.6,211.676,212.176,214.193,218.22,222.248,224.474,224.724
O009,Old,SP,Moderate,15,爭鮮,全國電子,14,3,6,6,4.682,86.25,(A)全國電子,(H)爭鮮,05:41.6,09:44.2,09:46.3,09:50.3,09:55.0,09:57.1,11:23.3,242.163,242.663,244.679,248.694,253.376,255.476,255.726
O009,Old,SP,Far,28,台灣彩券,肯德基,25,3,7,10,3.703,25.25,(E)台灣彩券,(G)肯德基,05:41.6,11:26.0,11:28.0,11:32.0,11:35.7,11:37.8,12:03.1,343.929,344.429,346.447,350.452,354.155,356.226,356.469
O009,Old,SP,Near,8,爭鮮,肯德基,8,4,1,6,5.121,15.75,(G)肯德基,(H)爭鮮,13:05.6,13:05.6,13:07.6,13:11.6,13:16.7,13:18.8,13:34.5,-0.5,0,2.011,6.042,11.163,13.22,13.484
O009,Old,SP,Moderate,16,全國電子,寶雅,14,4,2,4,5.629,57.25,(A)全國電子,(F)寶雅,13:05.6,13:37.2,13:39.2,13:43.3,13:48.9,13:51.0,14:48.3,31.178,31.678,33.691,37.711,43.34,45.478,45.733
O009,Old,SP,Near,4,寶雅,星巴克,6,4,3,6,5.04,21.25,(D)星巴克,(F)寶雅,13:05.6,14:51.0,14:53.0,14:57.0,15:02.1,15:04.3,15:25.5,104.932,105.432,107.45,111.481,116.521,118.727,118.973
O009,Old,SP,Moderate,17,肯德基,麥當勞,14,4,4,10,3.525,20.5,(B)麥當勞,(G)肯德基,13:05.6,15:28.2,15:30.2,15:34.2,15:37.8,15:40.0,16:00.5,142.183,142.683,144.687,148.694,152.219,154.481,154.722
O009,Old,SP,Far,21,星巴克,全國電子,16,4,5,8,4.549,48,(A)全國電子,(D)星巴克,13:05.6,16:03.2,16:05.2,16:09.3,16:13.8,16:16.0,17:04.0,177.169,177.669,179.671,183.698,188.247,190.479,190.728
O009,Old,SP,Far,26,台灣彩券,誠品,22,4,6,10,3.108,55,(C)誠品,(E)台灣彩券,13:05.6,17:06.7,17:08.7,17:12.7,17:15.8,17:18.0,18:13.0,240.66,241.16,243.165,247.171,250.279,252.482,252.731
O009,Old,SP,Near,9,全國電子,台灣彩券,9,4,7,8,3.729,44.75,(A)全國電子,(E)台灣彩券,13:05.6,18:15.7,18:17.7,18:21.8,18:25.5,18:27.5,19:12.3,309.686,310.186,312.189,316.2,319.929,321.985,322.221
O009,Old,SP,Moderate,12,星巴克,麥當勞,12,5,1,8,4.55,28.75,(B)麥當勞,(D)星巴克,26:32.0,26:32.0,26:34.0,26:38.0,26:42.5,26:44.5,27:13.3,-0.5,0,1.999,5.999,10.549,12.565,12.816
O009,Old,SP,Far,27,寶雅,誠品,23,5,2,8,3.134,38.25,(C)誠品,(F)寶雅,26:32.0,27:16.0,27:18.0,27:22.0,27:25.2,27:27.3,28:05.5,43.531,44.031,46.048,50.064,53.198,55.314,55.564
O009,Old,SP,Far,20,麥當勞,寶雅,16,5,3,7,4.417,30,(B)麥當勞,(F)寶雅,26:32.0,28:08.2,28:10.3,28:14.3,28:18.7,28:20.8,28:50.8,95.763,96.263,98.279,102.295,106.712,108.829,109.078
O009,Old,SP,Near,3,爭鮮,星巴克,6,5,4,6,4.1,33.25,(D)星巴克,(H)爭鮮,26:32.0,28:53.5,28:55.5,28:59.5,29:03.6,29:05.8,29:39.1,141.044,141.544,143.56,147.56,151.66,153.827,154.077
O009,Old,SP,Near,6,誠品,肯德基,7,5,5,10,2.601,28,(C)誠品,(G)肯德基,26:32.0,29:41.8,29:43.8,29:47.8,29:50.4,29:52.6,30:20.6,189.275,189.775,191.792,195.808,198.409,200.575,200.824
O009,Old,SP,Moderate,15,全國電子,爭鮮,14,5,6,8,3.391,90,(A)全國電子,(H)爭鮮,26:32.0,30:23.2,30:25.2,30:29.3,30:32.7,30:34.8,32:04.8,230.753,231.253,233.267,237.285,240.676,242.822,243.072
O009,Old,SP,Far,28,肯德基,台灣彩券,25,5,7,8,3.762,71,(E)台灣彩券,(G)肯德基,26:32.0,32:07.4,32:09.4,32:13.4,32:17.1,32:19.3,33:30.3,334.874,335.374,337.379,341.385,345.147,347.322,347.572
O009,Old,SP,Far,23,爭鮮,台灣彩券,17,6,1,8,3.396,41.75,(E)台灣彩券,(H)爭鮮,35:01.1,35:01.1,35:03.1,35:07.1,35:10.5,35:12.5,35:54.3,-0.5,0,1.997,6.007,9.403,11.48,11.73
O009,Old,SP,Moderate,11,寶雅,爭鮮,12,6,2,8,4.243,26,(F)寶雅,(H)爭鮮,35:01.1,35:57.0,35:59.0,36:03.0,36:07.3,36:09.3,36:35.3,55.413,55.913,57.929,61.942,66.185,68.243,68.482
