ID,Group,Task,Distance,Trial_ID,Start,End,CorrectDJ,Session,Trial,DJ,DJ_Duration,Navi_Duration,side1,side2,session_start,initial_position,DC_start,DJ_start,DJ_end,navi_start,navi_end,fixation,ini_start_T,DC_start_T,DJ_start_T,rev_start_T,navi_start_T,navi_end_T
Y011,Young,SP,Moderate,11,寶雅,爭鮮,12,6,2,15,1.701,9.25,(F)寶雅,(H)爭鮮,55:22.7,55:47.6,55:49.5,55:53.5,55:55.2,55:57.4,56:06.6,24.386,24.886,26.879,30.878,32.579,34.725,34.976
Y011,Young,SP,Near,5,誠品,麥當勞,7,6,3,9,2.286,10.5,(B)麥當勞,(C)誠品,55:22.7,56:09.3,56:11.3,56:15.3,56:17.6,56:19.6,56:30.1,46.135,46.635,48.643,52.642,54.928,56.975,57.226
Y011,Young,SP,Moderate,10,台灣彩券,星巴克,11,6,4,14,1.603,9.25,(D)星巴克,(E)台灣彩券,55:22.7,56:32.8,56:34.8,56:38.8,56:40.4,56:42.4,56:51.6,69.628,70.128,72.12,76.122,77.725,79.725,79.975
Y011,Young,SP,Far,25,肯德基,寶雅,20,6,5,25,4.249,14,(F)寶雅,(G)肯德基,55:22.7,56:54.3,56:56.3,57:00.3,57:04.6,57:06.6,57:20.6,91.149,91.649,93.642,97.643,101.892,103.975,104.225
Y011,Young,SP,Near,2,麥當勞,全國電子,6,6,6,14,3.237,7.25,(A)全國電子,(B)麥當勞,55:22.7,57:23.3,57:25.3,57:29.3,57:32.5,57:34.6,57:41.9,120.135,120.635,122.642,126.642,129.879,131.975,132.225
Y011,Young,SP,Moderate,19,爭鮮,誠品,15,6,7,17,1.375,11.25,(C)誠品,(H)爭鮮,55:22.7,57:44.6,57:46.6,57:50.6,57:51.9,57:54.1,58:05.4,141.392,141.892,143.9,147.9,149.275,151.475,151.725
Y011,Young,SP,Near,1,寶雅,台灣彩券,5,7,1,6,3.404,5.5,(E)台灣彩券,(F)寶雅,58:54.0,58:54.0,58:56.0,59:00.0,59:03.4,59:05.5,59:11.0,-0.5,0,2.003,6.01,9.414,11.476,11.726
Y011,Young,SP,Near,7,麥當勞,爭鮮,8,7,2,8,3.518,12.25,(B)麥當勞,(H)爭鮮,58:54.0,59:13.6,59:15.6,59:19.6,59:23.1,59:25.2,59:37.5,19.128,19.628,21.622,25.622,29.14,31.233,31.476
Y011,Young,SP,Far,24,全國電子,肯德基,20,7,3,17,1.348,16.75,(A)全國電子,(G)肯德基,58:54.0,59:40.1,59:42.1,59:46.1,59:47.5,59:49.5,00:06.2,45.629,46.129,48.128,52.119,53.467,55.474,55.726
Y011,Young,SP,Moderate,13,誠品,全國電子,13,7,4,17,2.022,11.5,(A)全國電子,(C)誠品,58:54.0,00:08.9,00:10.9,00:14.9,00:16.9,00:19.0,00:30.5,74.385,74.885,76.878,80.878,82.9,84.975,85.226
Y011,Young,SP,Far,22,星巴克,誠品,17,7,5,13,2.09,15.25,(C)誠品,(D)星巴克,58:54.0,00:33.1,00:35.1,00:39.1,00:41.2,00:43.2,00:58.5,98.628,99.128,101.123,105.129,107.219,109.227,109.483
Y011,Young,SP,Moderate,14,肯德基,星巴克,14,7,6,16,1.549,10,(D)星巴克,(G)肯德基,58:54.0,01:01.1,01:03.1,01:07.1,01:08.7,01:10.7,01:20.7,126.649,127.149,129.142,133.149,134.698,136.726,136.976
Y011,Young,SP,Moderate,18,台灣彩券,麥當勞,15,7,7,16,0.848,12.5,(B)麥當勞,(E)台灣彩券,58:54.0,01:23.4,01:25.4,01:29.4,01:30.2,01:32.5,01:45.0,148.892,149.392,151.406,155.399,156.247,158.476,158.732
Y011,Young,SP,Near,8,肯德基,爭鮮,8,8,1,13,1.451,7.5,(G)肯德基,(H)爭鮮,02:43.0,02:43.0,02:45.0,02:49.0,02:50.5,02:52.5,03:00.0,-0.5,0,1.998,5.997,7.448,9.483,9.733
Y011,Young,SP,Moderate,16,寶雅,全國電子,14,8,2,13,1.215,10.25,(A)全國電子,(F)寶雅,02:43.0,03:02.7,03:04.7,03:08.7,03:09.9,03:12.0,03:22.3,19.144,19.644,21.657,25.657,26.872,28.984,29.24
Y011,Young,SP,Near,4,星巴克,寶雅,6,8,3,7,3.806,6,(D)星巴克,(F)寶雅,02:43.0,03:24.9,03:26.9,03:30.9,03:34.7,03:36.8,03:42.8,41.379,41.879,43.873,47.873,51.679,53.734,53.983
Y011,Young,SP,Moderate,17,麥當勞,肯德基,14,8,4,13,3.861,12,(B)麥當勞,(G)肯德基,02:43.0,03:45.4,03:47.4,03:51.4,03:55.3,03:57.3,04:09.3,61.88,62.38,64.372,68.372,72.233,74.24,74.49
Y011,Young,SP,Far,21,全國電子,星巴克,16,8,5,12,1.617,14,(A)全國電子,(D)星巴克,02:43.0,04:11.9,04:13.9,04:17.9,04:19.6,04:21.8,04:35.8,88.407,88.907,90.914,94.915,96.532,98.74,98.997
Y011,Young,SP,Far,26,誠品,台灣彩券,22,8,6,18,1.382,18.75,(C)誠品,(E)台灣彩券,02:43.0,04:38.4,04:40.4,04:44.4,04:45.8,04:48.0,05:06.8,114.908,115.408,117.414,121.415,122.797,124.983,125.233
Y011,Young,SP,Near,9,台灣彩券,全國電子,9,8,7,8,3.063,8.25,(A)全國電子,(E)台灣彩券,02:43.0,05:09.4,05:11.4,05:15.4,05:18.5,05:20.5,05:28.8,145.9,146.4,148.392,152.4,155.463,157.484,157.733
Y012,Young,SP,Near,1,台灣彩券,寶雅,5,1,1,4,6.879,7.25,(E)台灣彩券,(F)寶雅,30:36.4,30:36.4,30:38.4,30:42.4,30:49.3,30:51.5,30:58.8,-0.5,0,1.999,5.995,12.874,15.081,15.332
Y012,Young,SP,Near,7,爭鮮,麥當勞,8,1,2,8,4.769,14,(B)麥當勞,(H)爭鮮,30:36.4,31:01.4,31:03.4,31:07.4,31:12.2,31:14.3,31:28.3,24.485,24.985,26.992,30.994,35.763,37.831,38.083
Y012,Young,SP,Far,24,肯德基,全國電子,20,1,3,15,6.354,18,(A)全國電子,(G)肯德基,30:36.4,31:30.9,31:32.9,31:36.9,31:43.3,31:45.3,32:03.3,53.978,54.478,56.471,60.478,66.832,68.832,69.082
Y012,Young,SP,Moderate,13,全國電子,誠品,13,1,4,12,6.408,30,(A)全國電子,(C)誠品,30:36.4,32:05.9,32:07.9,32:11.9,32:18.3,32:20.5,32:50.5,88.998,89.498,91.491,95.492,101.9,104.082,104.33
Y012,Young,SP,Far,22,誠品,星巴克,17,1,5,14,3.974,15.5,(C)誠品,(D)星巴克,30:36.4,32:53.2,32:55.2,32:59.2,33:03.1,33:05.3,33:20.8,136.242,136.742,138.749,142.748,146.722,148.84,149.082
Y012,Young,SP,Moderate,14,星巴克,肯德基,14,1,6,10,2.382,13,(D)星巴克,(G)肯德基,30:36.4,33:23.4,33:25.4,33:29.4,33:31.8,33:34.0,33:47.0,166.499,166.999,168.993,172.993,175.375,177.583,177.839
Y012,Young,SP,Moderate,18,麥當勞,台灣彩券,15,1,7,18,3.417,15,(B)麥當勞,(E)台灣彩券,30:36.4,33:49.7,33:51.7,33:55.7,33:59.1,34:01.3,34:16.3,192.763,193.263,195.276,199.277,202.694,204.831,205.081
Y012,Young,SP,Far,23,台灣彩券,爭鮮,17,2,1,20,4.028,18.25,(E)台灣彩券,(H)爭鮮,34:59.8,34:59.8,35:01.8,35:05.8,35:09.8,35:12.1,35:30.3,-0.5,0,1.997,6.003,10.031,12.239,12.489
Y012,Young,SP,Moderate,11,爭鮮,寶雅,12,2,2,12,5.015,9.75,(F)寶雅,(H)爭鮮,34:59.8,35:33.0,35:35.0,35:39.0,35:44.0,35:46.1,35:55.8,32.662,33.162,35.156,39.155,44.17,46.239,46.489
Y012,Young,SP,Near,5,麥當勞,誠品,7,2,3,8,5.065,36.75,(B)麥當勞,(C)誠品,34:59.8,35:58.5,36:00.5,36:04.5,36:09.5,36:11.6,36:48.3,58.15,58.65,60.654,64.654,69.719,71.753,71.996
Y012,Young,SP,Moderate,10,星巴克,台灣彩券,11,2,4,6,5.653,11,(D)星巴克,(E)台灣彩券,34:59.8,36:51.0,36:53.0,36:57.0,37:02.6,37:04.8,37:15.8,110.648,111.148,113.155,117.155,122.808,124.99,125.238
Y012,Young,SP,Far,25,寶雅,肯德基,20,2,5,14,4.098,14.75,(F)寶雅,(G)肯德基,34:59.8,37:18.5,37:20.5,37:24.5,37:28.6,37:30.8,37:45.6,138.148,138.648,140.663,144.656,148.754,150.989,151.245
Y012,Young,SP,Near,2,全國電子,麥當勞,6,2,6,5,4.486,14,(A)全國電子,(B)麥當勞,34:59.8,37:48.2,37:50.2,37:54.2,37:58.7,38:00.8,38:14.8,167.906,168.406,170.398,174.399,178.885,181.002,181.245
Y012,Young,SP,Moderate,19,誠品,爭鮮,15,2,7,10,3.238,16,(C)誠品,(H)爭鮮,34:59.8,38:17.5,38:19.5,38:23.5,38:26.7,38:28.8,38:44.8,197.149,197.649,199.655,203.654,206.892,208.988,209.239
Y012,Young,SP,Moderate,12,麥當勞,星巴克,12,3,1,8,6.284,20.75,(B)麥當勞,(D)星巴克,39:20.3,39:20.3,39:22.3,39:26.3,39:32.6,39:34.8,39:55.5,-0.5,0,2.018,6.026,12.31,14.484,14.74
Y012,Young,SP,Far,27,誠品,寶雅,23,3,2,25,4.521,28.5,(C)誠品,(F)寶雅,39:20.3,39:58.2,40:00.2,40:04.2,40:08.7,40:10.8,40:39.3,37.379,37.879,39.894,43.887,48.408,50.477,50.727
Y012,Young,SP,Far,20,寶雅,麥當勞,16,3,3,15,3.077,14.75,(B)麥當勞,(F)寶雅,39:20.3,40:41.9,40:44.0,40:48.0,40:51.0,40:53.3,41:08.0,81.143,81.643,83.651,87.657,90.734,92.984,93.227
Y012,Young,SP,Near,3,星巴克,爭鮮,6,3,4,5,3.994,6.75,(D)星巴克,(H)爭鮮,39:20.3,41:10.7,41:12.7,41:16.7,41:20.7,41:22.8,41:29.5,109.9,110.4,112.408,116.408,120.402,122.485,122.735
Y012,Young,SP,Near,6,肯德基,誠品,7,3,5,8,4.2,7.5,(C)誠品,(G)肯德基,39:20.3,41:32.2,41:34.2,41:38.2,41:42.4,41:44.5,41:52.0,131.38,131.88,133.894,137.895,142.095,144.227,144.477
Y012,Young,SP,Moderate,15,爭鮮,全國電子,14,3,6,20,2.188,14.25,(A)全國電子,(H)爭鮮,39:20.3,41:54.7,41:56.7,42:00.7,42:02.9,42:05.0,42:19.3,153.901,154.401,156.408,160.408,162.596,164.727,164.977
Y012,Young,SP,Far,28,台灣彩券,肯德基,25,3,7,23,4.271,28.5,(E)台灣彩券,(G)肯德基,39:20.3,42:21.9,42:23.9,42:27.9,42:32.2,42:34.3,43:02.8,181.137,181.637,183.63,187.629,191.9,193.977,194.227
Y012,Young,SP,Near,8,爭鮮,肯德基,8,4,1,6,4.444,10.25,(G)肯德基,(H)爭鮮,44:06.7,44:06.7,44:08.7,44:12.7,44:17.1,44:19.2,44:29.4,-0.5,0,1.989,5.998,10.442,12.484,12.733
Y012,Young,SP,Moderate,16,全國電子,寶雅,14,4,2,11,4.993,13.75,(A)全國電子,(F)寶雅,44:06.7,44:32.1,44:34.1,44:38.1,44:43.0,44:45.2,44:58.9,24.878,25.378,27.372,31.372,36.365,38.482,38.732
Y012,Young,SP,Near,4,寶雅,星巴克,6,4,3,8,5.708,8.25,(D)星巴克,(F)寶雅,44:06.7,45:01.6,45:03.6,45:07.6,45:13.3,45:15.4,45:23.7,54.378,54.878,56.871,60.872,66.58,68.733,68.983
Y012,Young,SP,Moderate,17,肯德基,麥當勞,14,4,4,14,3.555,14.75,(B)麥當勞,(G)肯德基,44:06.7,45:26.3,45:28.3,45:32.3,45:35.9,45:37.9,45:52.7,79.134,79.634,81.628,85.629,89.184,91.232,91.484
Y012,Young,SP,Far,21,星巴克,全國電子,16,4,5,8,4.001,18.5,(A)全國電子,(D)星巴克,44:06.7,45:55.3,45:57.3,46:01.3,46:05.3,46:07.4,46:25.9,108.133,108.633,110.636,114.629,118.63,120.74,120.982
Y012,Young,SP,Far,26,台灣彩券,誠品,22,4,6,20,7.618,20.5,(C)誠品,(E)台灣彩券,44:06.7,46:28.6,46:30.6,46:34.6,46:42.2,46:44.4,47:04.9,141.406,141.906,143.913,147.914,155.532,157.733,157.983
Y012,Young,SP,Near,9,全國電子,台灣彩券,9,4,7,6,6.119,11,(A)全國電子,(E)台灣彩券,44:06.7,47:07.6,47:09.6,47:13.6,47:19.7,47:21.9,47:32.9,180.399,180.899,182.891,186.899,193.018,195.233,195.49
Y012,Young,SP,Moderate,12,星巴克,麥當勞,12,5,1,9,4.215,11.5,(B)麥當勞,(D)星巴克,50:51.9,50:51.9,50:53.9,50:57.9,51:02.1,51:04.3,51:15.8,-0.5,0,2.001,6.001,10.216,12.347,12.591
Y012,Young,SP,Far,27,寶雅,誠品,23,5,2,15,2.131,30,(C)誠品,(F)寶雅,50:51.9,51:18.4,51:20.4,51:24.5,51:26.6,51:28.8,51:58.8,26.014,26.514,28.528,32.55,34.681,36.84,37.097
Y012,Young,SP,Far,20,麥當勞,寶雅,16,5,3,13,5.877,16.75,(B)麥當勞,(F)寶雅,50:51.9,52:01.4,52:03.4,52:07.4,52:13.3,52:15.5,52:32.3,69.006,69.506,71.5,75.498,81.375,83.59,83.84
Y012,Young,SP,Near,3,爭鮮,星巴克,6,5,4,6,7.999,7.75,(D)星巴克,(H)爭鮮,50:51.9,52:34.9,52:36.9,52:40.9,52:48.9,52:51.0,52:58.8,102.493,102.993,105,109,116.999,119.091,119.34
Y012,Young,SP,Near,6,誠品,肯德基,7,5,5,9,3.049,10.5,(C)誠品,(G)肯德基,50:51.9,53:01.4,53:03.4,53:07.4,53:10.5,53:12.5,53:23.0,129.007,129.507,131.5,135.499,138.548,140.59,140.84
Y012,Young,SP,Moderate,15,全國電子,爭鮮,14,5,6,16,3.542,15.5,(A)全國電子,(H)爭鮮,50:51.9,53:25.7,53:27.7,53:31.7,53:35.2,53:37.3,53:52.8,153.25,153.75,155.763,159.763,163.305,165.34,165.596
Y012,Young,SP,Far,28,肯德基,台灣彩券,25,5,7,22,6.084,16.25,(E)台灣彩券,(G)肯德基,50:51.9,53:55.4,53:57.4,54:01.4,54:07.5,54:09.5,54:25.8,183.006,183.506,185.506,189.5,195.584,197.591,197.84
Y012,Young,SP,Far,23,爭鮮,台灣彩券,17,6,1,18,6.791,13.25,(E)台灣彩券,(H)爭鮮,54:55.7,54:55.7,54:57.7,55:01.7,55:08.5,55:10.7,55:23.9,-0.5,0,1.991,5.999,12.79,14.991,15.241
Y012,Young,SP,Moderate,11,寶雅,爭鮮,12,6,2,10,3.125,10,(F)寶雅,(H)爭鮮,54:55.7,55:26.6,55:28.6,55:32.6,55:35.7,55:37.9,55:47.9,30.407,30.907,32.914,36.914,40.039,42.233,42.491
Y012,Young,SP,Near,5,誠品,麥當勞,7,6,3,14,2.223,11.75,(B)麥當勞,(C)誠品,54:55.7,55:50.6,55:52.6,55:56.6,55:58.8,56:00.9,56:12.7,54.408,54.908,56.915,60.914,63.137,65.241,65.483
Y012,Young,SP,Moderate,10,台灣彩券,星巴克,11,6,4,12,4.585,15,(D)星巴克,(E)台灣彩券,54:55.7,56:15.3,56:17.3,56:21.3,56:25.9,56:27.9,56:42.9,79.135,79.635,81.628,85.628,90.213,92.24,92.484
Y012,Young,SP,Far,25,肯德基,寶雅,20,6,5,20,7.007,14.75,(F)寶雅,(G)肯德基,54:55.7,56:45.6,56:47.6,56:51.7,56:58.7,57:00.7,57:15.4,109.422,109.922,111.942,115.956,122.963,124.99,125.234
Y012,Young,SP,Near,2,麥當勞,全國電子,6,6,6,7,4.186,8,(A)全國電子,(B)麥當勞,54:55.7,57:18.1,57:20.1,57:24.1,57:28.3,57:30.4,57:38.4,141.907,142.407,144.414,148.414,152.6,154.733,154.984
Y012,Young,SP,Moderate,19,爭鮮,誠品,15,6,7,10,3.771,13.25,(C)誠品,(H)爭鮮,54:55.7,57:41.1,57:43.1,57:47.1,57:50.9,57:52.9,58:06.2,164.878,165.378,167.386,171.393,175.164,177.233,177.49
Y012,Young,SP,Near,1,寶雅,台灣彩券,5,7,1,5,5.686,6.5,(E)台灣彩券,(F)寶雅,58:38.0,58:38.0,58:40.1,58:44.1,58:49.7,58:51.8,58:58.3,-0.5,0,2.011,6.011,11.697,13.726,13.983
Y012,Young,SP,Near,7,麥當勞,爭鮮,8,7,2,12,5.318,20.25,(B)麥當勞,(H)爭鮮,58:38.0,59:00.9,59:03.0,59:07.0,59:12.3,59:14.3,59:34.5,22.392,22.892,24.906,28.907,34.225,36.226,36.476
Y012,Young,SP,Far,24,全國電子,肯德基,20,7,3,16,5.952,21.75,(A)全國電子,(G)肯德基,58:38.0,59:37.2,59:39.2,59:43.2,59:49.1,59:51.3,00:13.0,58.635,59.135,61.142,65.142,71.094,73.225,73.476
Y012,Young,SP,Moderate,13,誠品,全國電子,13,7,4,18,4.327,13.25,(A)全國電子,(C)誠品,58:38.0,00:15.7,00:17.7,00:21.7,00:26.0,00:28.3,00:41.5,97.135,97.635,99.649,103.649,107.976,110.225,110.475
Y012,Young,SP,Far,22,星巴克,誠品,17,7,5,16,4.536,14.5,(C)誠品,(D)星巴克,58:38.0,00:44.2,00:46.2,00:50.2,00:54.7,00:56.8,01:11.3,125.627,126.127,128.121,132.128,136.664,138.725,138.983
Y012,Young,SP,Moderate,14,肯德基,星巴克,14,7,6,15,2.465,11,(D)星巴克,(G)肯德基,58:38.0,01:13.9,01:15.9,01:20.0,01:22.4,01:24.5,01:35.5,155.392,155.892,157.899,161.907,164.372,166.476,166.732
Y012,Young,SP,Moderate,18,台灣彩券,麥當勞,15,7,7,14,2.929,15.25,(B)麥當勞,(E)台灣彩券,58:38.0,01:38.2,01:40.2,01:44.2,01:47.1,01:49.3,02:04.5,179.628,180.128,182.121,186.121,189.05,191.225,191.483
Y012,Young,SP,Near,8,肯德基,爭鮮,8,8,1,6,4.978,10,(G)肯德基,(H)爭鮮,02:37.1,02:37.1,02:39.1,02:43.1,02:48.1,02:50.1,03:00.1,-0.5,0,2.005,6.006,10.984,12.991,13.241
Y012,Young,SP,Moderate,16,寶雅,全國電子,14,8,2,13,2.679,12.5,(A)全國電子,(F)寶雅,02:37.1,03:02.7,03:04.8,03:08.8,03:11.4,03:13.6,03:26.1,25.171,25.671,27.678,31.679,34.358,36.491,36.74
Y012,Young,SP,Near,4,星巴克,寶雅,6,8,3,9,5.633,6.75,(D)星巴克,(F)寶雅,02:37.1,03:28.7,03:30.7,03:34.7,03:40.3,03:42.6,03:49.3,51.143,51.643,53.637,57.636,63.269,65.497,65.748
Y012,Young,SP,Moderate,17,麥當勞,肯德基,14,8,4,16,4.487,24.5,(B)麥當勞,(G)肯德基,02:37.1,03:52.0,03:54.0,03:58.0,04:02.5,04:04.6,04:29.1,74.407,74.907,76.914,80.921,85.408,87.49,87.74
Y012,Young,SP,Far,21,全國電子,星巴克,16,8,5,13,3.848,24.25,(A)全國電子,(D)星巴克,02:37.1,04:31.7,04:33.7,04:37.7,04:41.6,04:43.8,05:08.1,114.164,114.664,116.657,120.664,124.512,126.74,126.99
Y012,Young,SP,Far,26,誠品,台灣彩券,22,8,6,20,4.396,20.25,(C)誠品,(E)台灣彩券,02:37.1,05:10.7,05:12.7,05:16.7,05:21.1,05:23.3,05:43.6,153.143,153.643,155.636,159.636,164.032,166.247,166.49
Y012,Young,SP,Near,9,台灣彩券,全國電子,9,8,7,12,4.16,9,(A)全國電子,(E)台灣彩券,02:37.1,05:46.2,05:48.2,05:52.2,05:56.4,05:58.6,06:07.6,188.643,189.143,191.136,195.136,199.296,201.491,201.74
Y013,Young,SP,Near,1,台灣彩券,寶雅,5,1,1,3,5.507,5.75,(E)台灣彩券,(F)寶雅,36:05.7,36:05.7,36:07.7,36:11.7,36:17.2,36:19.4,36:25.2,-0.5,0,2,6.007,11.514,13.7,13.951
Y013,Young,SP,Near,7,爭鮮,麥當勞,8,1,2,10,2.707,14,(B)麥當勞,(H)爭鮮,36:05.7,36:27.8,36:29.8,36:33.8,36:36.5,36:38.7,36:52.7,21.611,22.111,24.118,28.119,30.826,32.951,33.202
Y013,Young,SP,Far,24,肯德基,全國電子,20,1,3,17,2.884,13.5,(A)全國電子,(G)肯德基,36:05.7,36:55.3,36:57.3,37:01.3,37:04.2,37:06.4,37:19.9,49.104,49.604,51.604,55.604,58.488,60.702,60.953
Y013,Young,SP,Moderate,13,全國電子,誠品,13,1,4,11,4.631,13.25,(A)全國電子,(C)誠品,36:05.7,37:22.6,37:24.6,37:28.6,37:33.2,37:35.4,37:48.7,76.366,76.866,78.861,82.862,87.493,89.707,89.965
Y013,Young,SP,Far,22,誠品,星巴克,17,1,5,18,3.062,13.5,(C)誠品,(D)星巴克,36:05.7,37:51.3,37:53.3,37:57.3,38:00.4,38:02.4,38:15.9,105.112,105.612,107.617,111.626,114.688,116.701,116.95
Y013,Young,SP,Moderate,14,星巴克,肯德基,14,1,6,11,3.473,9.25,(D)星巴克,(G)肯德基,36:05.7,38:18.6,38:20.6,38:24.6,38:28.1,38:30.2,38:39.4,132.375,132.875,134.891,138.882,142.355,144.451,144.701
Y013,Young,SP,Moderate,18,麥當勞,台灣彩券,15,1,7,17,3.055,12.5,(B)麥當勞,(E)台灣彩券,36:05.7,38:42.1,38:44.1,38:48.1,38:51.1,38:53.2,39:05.7,155.869,156.369,158.361,162.368,165.423,167.465,167.702
Y013,Young,SP,Far,23,台灣彩券,爭鮮,17,2,1,16,2.57,11.25,(E)台灣彩券,(H)爭鮮,39:41.9,39:41.9,39:43.9,39:47.9,39:50.5,39:52.6,40:03.9,-0.5,0,1.99,5.99,8.56,10.733,10.983
Y013,Young,SP,Moderate,11,爭鮮,寶雅,12,2,2,9,3.274,7.75,(F)寶雅,(H)爭鮮,39:41.9,40:06.6,40:08.6,40:12.6,40:15.9,40:17.9,40:25.6,24.165,24.665,26.677,30.67,33.944,35.983,36.233
Y013,Young,SP,Near,5,麥當勞,誠品,7,2,3,10,2.563,9,(B)麥當勞,(C)誠品,39:41.9,40:28.3,40:30.3,40:34.3,40:36.9,40:38.9,40:47.9,45.906,46.406,48.406,52.406,54.969,56.983,57.232
Y013,Young,SP,Moderate,10,星巴克,台灣彩券,11,2,4,11,3.118,9,(D)星巴克,(E)台灣彩券,39:41.9,40:50.6,40:52.6,40:56.6,40:59.7,41:01.9,41:10.9,68.142,68.642,70.656,74.65,77.768,79.982,80.233
Y013,Young,SP,Far,25,寶雅,肯德基,20,2,5,13,2.194,10,(F)寶雅,(G)肯德基,39:41.9,41:13.6,41:15.6,41:19.6,41:21.8,41:23.9,41:33.9,91.163,91.663,93.678,97.677,99.871,101.983,102.233
Y013,Young,SP,Near,2,全國電子,麥當勞,6,2,6,4,3.04,7.25,(A)全國電子,(B)麥當勞,39:41.9,41:36.6,41:38.6,41:42.6,41:45.6,41:47.6,41:54.9,114.143,114.643,116.65,120.663,123.703,125.732,125.982
Y013,Young,SP,Moderate,19,誠品,爭鮮,15,2,7,12,3.151,11,(C)誠品,(H)爭鮮,39:41.9,41:57.5,41:59.5,42:03.5,42:06.7,42:08.9,42:19.9,135.135,135.635,137.635,141.636,144.787,146.983,147.232
Y013,Young,SP,Moderate,12,麥當勞,星巴克,12,3,1,6,2.966,8,(B)麥當勞,(D)星巴克,42:51.4,42:51.4,42:53.4,42:57.4,43:00.4,43:02.4,43:10.4,-0.5,0,2.003,5.996,8.962,10.99,11.24
Y013,Young,SP,Far,27,誠品,寶雅,23,3,2,20,5.931,15.25,(C)誠品,(F)寶雅,42:51.4,43:13.1,43:15.1,43:19.1,43:25.0,43:27.1,43:42.4,21.177,21.677,23.678,27.677,33.608,35.74,35.997
Y013,Young,SP,Far,20,寶雅,麥當勞,16,3,3,12,2.648,10,(B)麥當勞,(F)寶雅,42:51.4,43:45.0,43:47.0,43:51.0,43:53.7,43:55.9,44:05.9,53.143,53.643,55.636,59.642,62.29,64.497,64.74
Y013,Young,SP,Near,3,星巴克,爭鮮,6,3,4,3,3.688,5.25,(D)星巴克,(H)爭鮮,42:51.4,44:08.5,44:10.5,44:14.5,44:18.2,44:20.4,44:25.6,76.641,77.141,79.138,83.136,86.824,88.99,89.24
Y013,Young,SP,Near,6,肯德基,誠品,7,3,5,4,2.95,6,(C)誠品,(G)肯德基,42:51.4,44:28.3,44:30.3,44:34.3,44:37.3,44:39.4,44:45.4,96.406,96.906,98.92,102.914,105.864,107.99,108.247
Y013,Young,SP,Moderate,15,爭鮮,全國電子,14,3,6,13,1.638,12,(A)全國電子,(H)爭鮮,42:51.4,44:48.1,44:50.1,44:54.1,44:55.7,44:57.9,45:09.9,116.164,116.664,118.657,122.664,124.302,126.49,126.74
Y013,Young,SP,Far,28,台灣彩券,肯德基,25,3,7,18,1.833,18.25,(E)台灣彩券,(G)肯德基,42:51.4,45:12.6,45:14.6,45:18.6,45:20.4,45:22.6,45:40.9,140.65,141.15,143.163,147.157,148.99,151.239,151.491
Y013,Young,SP,Near,8,爭鮮,肯德基,8,4,1,4,4.73,5.5,(G)肯德基,(H)爭鮮,46:16.1,46:16.1,46:18.1,46:22.1,46:26.8,46:28.8,46:34.3,-0.5,0,1.992,5.991,10.721,12.733,12.982
Y013,Young,SP,Moderate,16,全國電子,寶雅,14,4,2,9,1.922,8.5,(A)全國電子,(F)寶雅,46:16.1,46:37.0,46:39.0,46:43.0,46:44.9,46:47.1,46:55.6,20.392,20.892,22.893,26.9,28.822,30.978,31.234
Y013,Young,SP,Near,4,寶雅,星巴克,6,4,3,10,1.974,5.75,(D)星巴克,(F)寶雅,46:16.1,46:58.2,47:00.2,47:04.2,47:06.2,47:08.3,47:14.1,41.656,42.156,44.151,48.15,50.124,52.233,52.483
Y013,Young,SP,Moderate,17,肯德基,麥當勞,14,4,4,11,3.84,8.25,(B)麥當勞,(G)肯德基,46:16.1,47:16.7,47:18.7,47:22.7,47:26.6,47:28.8,47:37.1,60.143,60.643,62.651,66.65,70.49,72.734,72.984
Y013,Young,SP,Far,21,星巴克,全國電子,16,4,5,9,3.043,12,(A)全國電子,(D)星巴克,46:16.1,47:39.7,47:41.7,47:45.7,47:48.8,47:50.8,48:02.8,83.155,83.655,85.651,89.65,92.693,94.74,94.984
Y013,Young,SP,Far,26,台灣彩券,誠品,22,4,6,13,1.305,11.75,(C)誠品,(E)台灣彩券,46:16.1,48:05.5,48:07.5,48:11.5,48:12.8,48:14.8,48:26.6,108.9,109.4,111.405,115.414,116.719,118.734,118.984
Y013,Young,SP,Near,9,全國電子,台灣彩券,9,4,7,7,2.791,7.5,(A)全國電子,(E)台灣彩券,46:16.1,48:29.3,48:31.3,48:35.3,48:38.1,48:40.1,48:47.6,132.663,133.163,135.169,139.171,141.962,143.983,144.233
Y013,Young,SP,Moderate,12,星巴克,麥當勞,12,5,1,4,3.895,7,(B)麥當勞,(D)星巴克,52:16.4,52:16.4,52:18.4,52:22.4,52:26.3,52:28.3,52:35.3,-0.5,0,2,6,9.895,11.944,12.208
Y013,Young,SP,Far,27,寶雅,誠品,23,5,2,19,3.744,17.75,(C)誠品,(F)寶雅,52:16.4,52:38.0,52:40.0,52:44.0,52:47.7,52:49.8,53:07.6,21.111,21.611,23.611,27.617,31.361,33.445,33.702
Y013,Young,SP,Far,20,麥當勞,寶雅,16,5,3,13,1.945,7.75,(B)麥當勞,(F)寶雅,52:16.4,53:10.2,53:12.2,53:16.2,53:18.2,53:20.3,53:28.1,53.354,53.854,55.861,59.861,61.806,63.951,64.195
